ID,Type,SKU,Name,Published,Short description,Description,In stock?,Regular price,Categories,Tags
,simple,SRV-CTM-0016,Servicios de Asistencia Virtual Ecommerce,1,Soluciones de asistencia virtual para ecommerce.,Soluciones de asistencia virtual para ecommerce.,1,320000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0017,Servicio de Gestión de Reseñas y Opiniones,1,"Herramienta de gestión de reseñas y feedback para e-commerce que recopila, analiza y responde a las opiniones de los clientes, brindando información valiosa para el crecimiento del negocio.","Herramienta de gestión de reseñas y feedback para e-commerce que recopila, analiza y responde a las opiniones de los clientes, brindando información valiosa para el crecimiento del negocio.",1,295000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0018,Instalación de Software,1,Instalación y configuración de software.,Instalación y configuración de software.,1,70000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0019,Consultoría legal,1,Servicios de consultoría y asesoría legal para empresas.,Servicios de consultoría y asesoría legal para empresas.,1,70000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0020,Chatbot de Atención al Cliente para Ecommerce,1,"Servicio de chatbot de atención al cliente para e-commerce. automatiza las consultas de los clientes 24/7, mejora la experiencia del usuario y aumenta las ventas.","Servicio de chatbot de atención al cliente para e-commerce. automatiza las consultas de los clientes 24/7, mejora la experiencia del usuario y aumenta las ventas.",1,50000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0022,Chatbot de Ventas (WhatsApp/Web),1,Chatbots para ecommerce que mejoran la atención al cliente.,Chatbots para ecommerce que mejoran la atención al cliente.,1,50000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0023,Translation of Documents,1,Traducción documentos.,Traducción documentos.,1,245000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0024,Servicio de traducción,1,Servicios de traducción de contenido a diversos idiomas.,Servicios de traducción de contenido a diversos idiomas.,1,245000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0025,Actualización de software,1,Actualización de software y parches de seguridad.,Actualización de software y parches de seguridad.,1,65000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0026,Alquiler de equipo audiovisual,1,Alquiler de equipos audiovisuales profesionales para proyectos de producción de contenido.,Alquiler de equipos audiovisuales profesionales para proyectos de producción de contenido.,1,65000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0027,Enrutamiento Inteligente de Tickets,1,Solución de enrutamiento inteligente de tickets con ia.,Solución de enrutamiento inteligente de tickets con ia.,1,50000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0028,Traducción e interpretación,1,Servicios de interpretación en vivo para eventos y reuniones multilinguës.,Servicios de interpretación en vivo para eventos y reuniones multilinguës.,1,220000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0029,Personalización,1,Servicio de asesoría integral de imagen personal.,Servicio de asesoría integral de imagen personal.,1,60000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0030,Plataforma de Chatbots y Asistentes Virtuales,1,Chatbots y asistentes virtuales.,Chatbots y asistentes virtuales.,1,190000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0031,Optimización de Estrategias de Servicio al Cliente,1,Optimización de servicio.,Optimización de servicio.,1,190000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0032,Transcripción de audio,1,Servicio de transcripción profesional de audio.,Servicio de transcripción profesional de audio.,1,50000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0033,Soporte a Usuarios Finales,1,Soporte técnico para usuarios finales.,Soporte técnico para usuarios finales.,1,145000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0034,Respaldo y recuperación,1,Servicios de respaldo y recuperación de información.,Servicios de respaldo y recuperación de información.,1,50000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0035,Gestión de redes,1,Gestión y mantenimiento de redes.,Gestión y mantenimiento de redes.,1,160000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0036,Soporte básico anual,1,"Soporte técnico inicial: tu aliado tecnológico para un funcionamiento óptimo. atención personalizada, diagnóstico remoto, soporte telefónico y por correo electrónico, base de conocimientos integral. minimiza el tiempo de.","Soporte técnico inicial: tu aliado tecnológico para un funcionamiento óptimo. atención personalizada, diagnóstico remoto, soporte telefónico y por correo electrónico, base de conocimientos integral. minimiza el tiempo de.",1,165000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0037,Valor Hora - Cliente D,1,Valor hora cliente d.,Valor hora cliente d.,1,170000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0038,**Soporte Técnico**,1,Soporte técnico para usuarios finales.,Soporte técnico para usuarios finales.,1,115000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0039,Servicio de catering,1,Servicio de catering para eventos y reuniones.,Servicio de catering para eventos y reuniones.,1,120000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0040,Soporte Integral: Tu solución completa para todas tus necesidades,1,"Soporte integral: tu aliado para un negocio sin preocupaciones. atención personalizada, soporte técnico 24/7, gestión de proyectos, capacitación y auditorías para garantizar el éxito y la tranquilidad de tu negocio.","Soporte integral: tu aliado para un negocio sin preocupaciones. atención personalizada, soporte técnico 24/7, gestión de proyectos, capacitación y auditorías para garantizar el éxito y la tranquilidad de tu negocio.",1,55000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0041,"Chatbots para E-commerce: Asistencia 24/7, Respuestas Automáticas y Procesamiento de Pedidos",1,"Chatbots para e-commerce: asistencia en tiempo real, respuestas a preguntas frecuentes y procesamiento de pedidos.","Chatbots para e-commerce: asistencia en tiempo real, respuestas a preguntas frecuentes y procesamiento de pedidos.",1,135000,Servicios > Soporte,"servicio,clientum"
,simple,SRV-CTM-0042,"Desarrollo de Apps Móviles para Ecommerce: Diseño, Implementación y Publicación",1,"Servicio de desarrollo de aplicaciones móviles para e-commerce: diseño centrado en el usuario, integración perfecta, funcionalidades avanzadas, optimización para dispositivos móviles. mayor alcance, experiencia de compra.","Servicio de desarrollo de aplicaciones móviles para e-commerce: diseño centrado en el usuario, integración perfecta, funcionalidades avanzadas, optimización para dispositivos móviles. mayor alcance, experiencia de compra.",1,340000,Servicios > Desarrollo Web,"servicio,clientum"
,simple,SRV-CTM-0043,Desarrollo de Aplicaciones Móviles Nativas para Ecommerce: Mejora la Experiencia de Compra y Fideliza Clientes,1,Servicio de desarrollo de aplicación móvil nativa para ecommerce.,Servicio de desarrollo de aplicación móvil nativa para ecommerce.,1,365000,Servicios > Desarrollo Web,"servicio,clientum"
,simple,SRV-CTM-0044,Desarrollo de app móvil,1,"Servicios de consultoría y construcción de soluciones móviles para mejorar la productividad, eficiencia y experiencia de los usuarios.","Servicios de consultoría y construcción de soluciones móviles para mejorar la productividad, eficiencia y experiencia de los usuarios.",1,315000,Servicios > Desarrollo Web,"servicio,clientum"
,simple,SRV-CTM-0045,Soluciones Personalizadas para Apps,1,Soluciones móviles personalizadas.,Soluciones móviles personalizadas.,1,285000,Servicios > Desarrollo Web,"servicio,clientum"
,simple,SRV-CTM-0046,Creación de apps móviles,1,Servicio de creación de aplicaciones móviles a medida.,Servicio de creación de aplicaciones móviles a medida.,1,260000,Servicios > Desarrollo Web,"servicio,clientum"
,simple,SRV-CTM-0047,Aplicaciones Móviles para Ecommerce: Crea tu Tienda Online en tu Bolsillo,1,Aplicaciones móviles para e-commerce: la clave para impulsar tu negocio online.,Aplicaciones móviles para e-commerce: la clave para impulsar tu negocio online.,1,235000,Servicios > Desarrollo Web,"servicio,clientum"
,simple,SRV-CTM-0048,Diseño avanzado de aplicación móvil,1,Diseño avanzado de aplicación móvil.,Diseño avanzado de aplicación móvil.,1,180000,Servicios > Desarrollo Web,"servicio,clientum"
,simple,SRV-CTM-0049,Desarrollo de Apps Móviles con Realidad Aumentada y Virtual: ¡Experiencias Inmersivas en tus Manos!,1,Desarrollo de apps móviles con realidad aumentada y virtual: ¡experiencias inmersivas al alcance de tu mano!.,Desarrollo de apps móviles con realidad aumentada y virtual: ¡experiencias inmersivas al alcance de tu mano!.,1,205000,Servicios > Desarrollo Web,"servicio,clientum"
,simple,SRV-CTM-0050,Outsourcing de procesos de negocio,1,Servicios de outsourcing para optimizar y gestionar operaciones clave del negocio.,Servicios de outsourcing para optimizar y gestionar operaciones clave del negocio.,1,110000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0051,Implementación de soluciones de inteligencia artificial (IA) y aprendizaje automático (ML) para automatización de procesos,1,Automatización de procesos con ia y ml.,Automatización de procesos con ia y ml.,1,200000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0052,Automatización de Procesos de Negocio (BPA),1,"Servicios de consultoría y despliegue de tecnologías de automatización, orquestación y aprovisionamiento de recursos de infraestructura.","Servicios de consultoría y despliegue de tecnologías de automatización, orquestación y aprovisionamiento de recursos de infraestructura.",1,100000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0053,Implementación de RPA (Automatización Robótica de Procesos),1,Servicios de consultoría y despliegue de tecnologías de automatización inteligente de tareas y procesos repetitivos.,Servicios de consultoría y despliegue de tecnologías de automatización inteligente de tareas y procesos repetitivos.,1,190000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0054,Automatización de Operaciones de TI (AIOps),1,Soluciones de automatización de operaciones de ti (aiops).,Soluciones de automatización de operaciones de ti (aiops).,1,110000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0055,Automation with Dolibarr,1,Automatización empresarial.,Automatización empresarial.,1,105000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0056,Automatización Avanzada,1,Automatización de procesos empresariales.,Automatización de procesos empresariales.,1,180000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0057,Automatización Empresarial,1,Optimización de procesos industriales.,Optimización de procesos industriales.,1,170000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0058,Integración de Sistemas,1,Migración de aplicaciones legacy a microservicios.,Migración de aplicaciones legacy a microservicios.,1,105000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0059,Gestión de Flotas y Rutas,1,Herramientas de automatización.,Herramientas de automatización.,1,160000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0060,Asistencia Virtual para la Gestión de Tareas,1,Asistencia virtual.,Asistencia virtual.,1,605000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0061,Soluciones RPA (Robotic Process Automation),1,Automatización de procesos con rpa.,Automatización de procesos con rpa.,1,650000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0062,Soporte Automatizado,1,Soporte automatizado.,Soporte automatizado.,1,700000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0063,Procesamiento Automatizado de Facturas y Pagos,1,Procesamiento automatizado.,Procesamiento automatizado.,1,555000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0064,Rediseño De Procesos,1,Análisis y rediseño de procesos.,Análisis y rediseño de procesos.,1,510000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0065,Automatización de Procesos Ecommerce: Optimiza y Agiliza tu Negocio Online,1,Automatización de flujos de trabajo en ecommerce.,Automatización de flujos de trabajo en ecommerce.,1,460000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0066,Consultoría en digitalización de procesos,1,Consultoría en digitalización de procesos.,Consultoría en digitalización de procesos.,1,410000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0067,Automatización de Ventas con IA,1,Automatización de procesos de marketing utilizando ia.,Automatización de procesos de marketing utilizando ia.,1,280000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0068,Plataformas de Automatización,1,Herramientas de automatización empresarial.,Herramientas de automatización empresarial.,1,265000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0069,Optimización de Energía y Recursos,1,Optimización de energía.,Optimización de energía.,1,315000,Servicios > Automatización,"servicio,clientum"
,simple,SRV-CTM-0070,Desarrollo de Soluciones de Inteligencia Artificial y Machine Learning,1,"Servicios de consultoría y despliegue de soluciones de inteligencia artificial, aprendizaje de máquina y procesamiento de datos.","Servicios de consultoría y despliegue de soluciones de inteligencia artificial, aprendizaje de máquina y procesamiento de datos.",1,900000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0071,Desarrollo de Soluciones de BI para KPIs,1,"Servicios de consultoría y construcción de aplicaciones para la extracción de insights, predicción de tendencias y toma de decisiones basada en datos.","Servicios de consultoría y construcción de aplicaciones para la extracción de insights, predicción de tendencias y toma de decisiones basada en datos.",1,155000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0072,Servicios de gestión de proyectos,1,Servicios de consultoría y acompañamiento en la gestión de proyectos de cambio y mejora continua.,Servicios de consultoría y acompañamiento en la gestión de proyectos de cambio y mejora continua.,1,235000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0073,Implementación de soluciones de big data,1,"Servicios de consultoría y despliegue de soluciones de analítica de comportamiento, usabilidad y satisfacción del usuario para optimizar la experiencia digital.","Servicios de consultoría y despliegue de soluciones de analítica de comportamiento, usabilidad y satisfacción del usuario para optimizar la experiencia digital.",1,1000000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0074,IA y Aprendizaje Automático,1,"Servicios de consultoría y despliegue de soluciones de ia para la automatización de procesos, predicción de tendencias y toma de decisiones.","Servicios de consultoría y despliegue de soluciones de ia para la automatización de procesos, predicción de tendencias y toma de decisiones.",1,155000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0075,Consultoría empresarial,1,Servicios de consultoría especializada en el desarrollo de arquitecturas de sistemas y procesos a nivel organizacional.,Servicios de consultoría especializada en el desarrollo de arquitecturas de sistemas y procesos a nivel organizacional.,1,970000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0076,Gestión de la innovación,1,Servicios de consultoría para potenciar las capacidades de innovación en las organizaciones.,Servicios de consultoría para potenciar las capacidades de innovación en las organizaciones.,1,230000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0077,Análisis de datos en tiempo real,1,Soluciones de análisis de datos en tiempo real.,Soluciones de análisis de datos en tiempo real.,1,945000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0078,Gobierno de Datos y Gestión,1,Servicios de consultoría especializada en el diseño e implementación de iniciativas de gobernanza de datos.,Servicios de consultoría especializada en el diseño e implementación de iniciativas de gobernanza de datos.,1,155000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0079,Implementación de Business Intelligence (BI),1,Servicios de creación de soluciones de inteligencia de negocios (bi) para empresas.,Servicios de creación de soluciones de inteligencia de negocios (bi) para empresas.,1,225000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0080,Implementación de Sistemas de IA,1,Gestión de datos.,Gestión de datos.,1,805000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0081,Consultoría y Estrategia Digital,1,Servicios de consultoría especializada en la planificación e implementación de iniciativas de digitalización.,Servicios de consultoría especializada en la planificación e implementación de iniciativas de digitalización.,1,890000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0082,BI (Business Intelligence),1,Servicios de consultoría y desarrollo de plataformas de inteligencia de negocios y analítica avanzada.,Servicios de consultoría y desarrollo de plataformas de inteligencia de negocios y analítica avanzada.,1,860000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0083,Visualización Avanzada de Datos,1,"Servicios de consultoría y desarrollo de plataformas para análisis de datos, inteligencia de negocios y generación de reportes.","Servicios de consultoría y desarrollo de plataformas para análisis de datos, inteligencia de negocios y generación de reportes.",1,155000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0084,IT Consultancy,1,Consultoría it.,Consultoría it.,1,155000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0085,Análisis Predictivo y ML,1,Solución de análisis predictivo para mantenimiento basada en ia.,Solución de análisis predictivo para mantenimiento basada en ia.,1,735000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0086,Implementación de Herramientas de BI,1,Servicio de implementación de herramientas de analítica y optimización para ecommerce.,Servicio de implementación de herramientas de analítica y optimización para ecommerce.,1,220000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0087,Soporte Avanzado en BI,1,Análisis de datos avanzado.,Análisis de datos avanzado.,1,805000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0088,Optimización de Bases de Datos,1,Servicios de consultoría especializada en la gestión integral de datos empresariales.,Servicios de consultoría especializada en la gestión integral de datos empresariales.,1,215000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0089,Inteligencia de Mercado para Identificar Tendencias,1,Inteligencia de mercado.,Inteligencia de mercado.,1,775000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0090,Automatización de Reportes Ejecutivos,1,Automatización de reportes con pentaho.,Automatización de reportes con pentaho.,1,155000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0091,Planificación estratégica,1,Servicios de consultoría para el diseño e implementación de estrategias empresariales.,Servicios de consultoría para el diseño e implementación de estrategias empresariales.,1,205000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0092,Investigación de mercados,1,Servicios de investigación de mercados para recopilar y analizar información.,Servicios de investigación de mercados para recopilar y analizar información.,1,750000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0093,Consultoría en gestión de procesos,1,"Revisión y optimización de procesos: identifica y elimina cuellos de botella, mejora la productividad y reduce costos.","Revisión y optimización de procesos: identifica y elimina cuellos de botella, mejora la productividad y reduce costos.",1,720000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0094,Análisis de Sentimiento en Redes Sociales,1,Solución de análisis de sentimiento en llamadas telefónicas basada en ia.,Solución de análisis de sentimiento en llamadas telefónicas basada en ia.,1,150000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0095,Análisis de Big Data,1,Servicios de consultoría y ejecución de proyectos de análisis de datos y big data para empresas.,Servicios de consultoría y ejecución de proyectos de análisis de datos y big data para empresas.,1,155000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0096,Analítica de datos,1,"Servicios de consultoría y despliegue de soluciones de analítica predictiva, prescriptiva y en tiempo real para optimizar procesos clave del negocio.","Servicios de consultoría y despliegue de soluciones de analítica predictiva, prescriptiva y en tiempo real para optimizar procesos clave del negocio.",1,665000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0097,Dashboards Personalizados,1,Implementación de bi y dashboards personalizados.,Implementación de bi y dashboards personalizados.,1,200000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0098,Consultoría en Machine Learning,1,Consultoría en machine learning.,Consultoría en machine learning.,1,615000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0099,Consultoría en Big Data,1,Consultoría en gestión del cambio.,Consultoría en gestión del cambio.,1,635000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0100,Análisis de Datos y Métricas,1,Mejora la toma de decisiones empresariales con análisis de datos.,Mejora la toma de decisiones empresariales con análisis de datos.,1,195000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0101,Redacción de informes,1,Servicio de redacción profesional de informes.,Servicio de redacción profesional de informes.,1,610000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0102,Desarrollo de Algoritmos Avanzados,1,Algoritmos para marketing digital.,Algoritmos para marketing digital.,1,155000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0103,Servicio de Analítica Web: Optimiza tu Ecommerce con Datos Valiosos,1,"Servicio de análisis de datos de ecommerce: optimiza tu estrategia de negocio online con métricas esenciales, análisis de cohortes, segmentación avanzada y más.","Servicio de análisis de datos de ecommerce: optimiza tu estrategia de negocio online con métricas esenciales, análisis de cohortes, segmentación avanzada y más.",1,190000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0104,Support for BI,1,Soporte especializado bi.,Soporte especializado bi.,1,580000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0105,Análisis de Conversiones: Optimiza tu E-commerce y Aumenta tus Ventas,1,Servicio de análisis de conversiones para e-commerce que te permite: identificar áreas de mejora optimizar la experiencia del usuario aumentar las ventas mejorar el ROI de marketing.,Servicio de análisis de conversiones para e-commerce que te permite: identificar áreas de mejora optimizar la experiencia del usuario aumentar las ventas mejorar el ROI de marketing.,1,555000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0106,Consultoría Adicional Básica: Asesoría Experta para Optimizar tu Negocio,1,"Consultoría adicional básica: asesoramiento personalizado, análisis exhaustivo y planes de acción para el éxito empresarial.","Consultoría adicional básica: asesoramiento personalizado, análisis exhaustivo y planes de acción para el éxito empresarial.",1,525000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0107,Consultoría en inteligencia competitiva,1,Consultoría en inteligencia competitiva.,Consultoría en inteligencia competitiva.,1,150000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0108,Gestión de Riesgos con IA,1,Solución de gestión de riesgos basada en ia.,Solución de gestión de riesgos basada en ia.,1,180000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0109,Consultoría en sostenibilidad,1,Consultoría en desarrollo sostenible.,Consultoría en desarrollo sostenible.,1,495000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0110,Análisis de mercado,1,Solución de análisis de la competencia basada en ia.,Solución de análisis de la competencia basada en ia.,1,150000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0111,Personalización de Informes: Crea Reportes a Medida para tus Necesidades,1,"Desarrollo de informes personalizados: herramienta para la toma de decisiones informada, con informes adaptados, automatizados, integrados y visuales.","Desarrollo de informes personalizados: herramienta para la toma de decisiones informada, con informes adaptados, automatizados, integrados y visuales.",1,470000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0112,Optimización de Estrategias de Precios,1,Informe de análisis de rendimiento: información valiosa para el éxito empresarial.,Informe de análisis de rendimiento: información valiosa para el éxito empresarial.,1,180000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0113,Optimización de Proyectos Empresariales,1,Análisis de procesos empresariales: optimiza el rendimiento y la eficiencia de tu empresa.,Análisis de procesos empresariales: optimiza el rendimiento y la eficiencia de tu empresa.,1,415000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0114,Plataforma de Analítica Web,1,Análisis del comportamiento web.,Análisis del comportamiento web.,1,150000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0115,Evaluación de Impacto: Analiza y Mide el Éxito de tus Iniciativas,1,Evaluación de impacto: herramienta para medir el éxito de tus iniciativas.,Evaluación de impacto: herramienta para medir el éxito de tus iniciativas.,1,440000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0116,Análisis de Comportamiento del Consumidor,1,Análisis de comportamiento.,Análisis de comportamiento.,1,360000,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0117,Planificación Financiera con IA,1,Solución de planificación financiera con ia.,Solución de planificación financiera con ia.,1,150000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0118,Análisis de Datos de Recursos Humanos con IA,1,Solución de análisis de datos de rrhh basada en ia.,Solución de análisis de datos de rrhh basada en ia.,1,350000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0119,Análisis de Datos de la Cadena de Suministro con IA,1,Solución de análisis de datos de la cadena de suministro con ia.,Solución de análisis de datos de la cadena de suministro con ia.,1,170000,Servicios > Inteligencia Artificial,"servicio,clientum"
,simple,SRV-CTM-0120,Análisis de Interacciones con Clientes con IA,1,Solución de análisis de interacciones con clientes basada en ia.,Solución de análisis de interacciones con clientes basada en ia.,1,305000,Servicios > Inteligencia Artificial,"servicio,clientum"
